flight_id date hour runway
221004BTI15P 221004 06 19R
221004CARGO41 221004 09 19L
221004DLH1UV 221004 16 19L
221004DLH1YJ 221004 09 19L
221004DLH3UT 221004 10 19L
221004DLH4LF 221004 20 19L
221004DLH866 221004 07 19L
221004DLH9FT 221004 21 19L
221004DTR571 221004 06 19L
221004DTR573 221004 11 19L
221004DTR575 221004 18 19L
221004DTR65D 221004 15 19L
221004ETH3640 221004 15 19L
221004ETH3672 221004 09 19L
221004FIN18N 221004 18 19L
221004FIN5KE 221004 05 19R
221004FIN8KM 221004 14 19L
221004FIN9KL 221004 10 19L
221004FJO65K 221004 14 19L
221004FOX21S 221004 17 19L
221004FOX30B 221004 13 19L
221004FOX41M 221004 14 19L
221004FOX44W 221004 14 19L
221004FOX453 221004 14 19L
221004FOX48W 221004 18 19L
221004FOX61T 221004 13 19L
221004FOX64C 221004 18 19L
221004FOX79D 221004 08 19L
221004FOX8075 221004 16 19R
221004IBE34KV 221004 11 19L
221004ICE318 221004 10 19L
221004KAL541 221004 13 19L
221004KLM1141 221004 06 19R
221004KLM1151 221004 20 19R
221004KLM19J 221004 14 19L
221004KLM65L 221004 11 19L
221004LOT4EB 221004 07 19L
221004LOT4YH 221004 16 19L
221004MDT5 221004 15 19L
221004MEDVC4B 221004 12 19L
221004NOZ1015 221004 21 19L
221004NOZ1021 221004 13 19L
221004NOZ1053 221004 12 19L
221004NOZ1083 221004 21 19L
221004NOZ1087 221004 12 19L
221004NOZ109B 221004 20 19R
221004NOZ11G 221004 21 19L
221004NOZ11S 221004 13 19L
221004NOZ1495 221004 12 19L
221004NOZ1551 221004 13 19L
221004NOZ1641 221004 11 19L
221004NOZ181 221004 05 19L
221004NOZ191 221004 16 19L
221004NOZ1923 221004 20 19L
221004NOZ1GP 221004 12 19L
221004NOZ1HC 221004 05 19L
221004NOZ1KD 221004 13 19L
221004NOZ1LG 221004 13 19L
221004NOZ21M 221004 05 19L
221004NOZ23V 221004 07 19L
221004NOZ271 221004 05 19L
221004NOZ277 221004 17 19L
221004NOZ321 221004 11 19L
221004NOZ33B 221004 10 19L
221004NOZ345 221004 09 19L
221004NOZ347 221004 16 19L
221004NOZ367 221004 15 19L
221004NOZ383 221004 17 19L
221004NOZ385 221004 19 19L
221004NOZ3DB 221004 18 19L
221004NOZ3HC 221004 18 19L
221004NOZ3J 221004 15 19L
221004NOZ3QJ 221004 09 19L
221004NOZ3RG 221004 12 19L
221004NOZ3VP 221004 10 19L
221004NOZ3YM 221004 15 19L
221004NOZ403 221004 08 19L
221004NOZ413 221004 15 19L
221004NOZ417 221004 18 19L
221004NOZ41B 221004 14 19L
221004NOZ431 221004 16 19L
221004NOZ47E 221004 22 19L
221004NOZ4TL 221004 15 19L
221004NOZ51Q 221004 08 19L
221004NOZ521 221004 05 19L
221004NOZ523 221004 06 19L
221004NOZ525 221004 07 19L
221004NOZ5324 221004 16 19L
221004NOZ535 221004 13 19L
221004NOZ53Y 221004 12 19L
221004NOZ541 221004 15 19L
221004NOZ543 221004 16 19L
221004NOZ545 221004 18 19L
221004NOZ547 221004 18 19L
221004NOZ55J 221004 19 19L
221004NOZ5AY 221004 08 19L
221004NOZ5DP 221004 06 19L
221004NOZ5PR 221004 15 19L
221004NOZ5PY 221004 16 19L
221004NOZ5VD 221004 14 19L
221004NOZ601 221004 05 19L
221004NOZ607 221004 06 19L
221004NOZ625 221004 13 19L
221004NOZ631 221004 15 19L
221004NOZ633 221004 15 19L
221004NOZ641 221004 17 19L
221004NOZ643 221004 18 19L
221004NOZ6EJ 221004 05 19R
221004NOZ77Y 221004 14 19L
221004NOZ7JP 221004 21 19L
221004NOZ7WY 221004 16 19L
221004NOZ803 221004 07 19L
221004NOZ813 221004 11 19L
221004NOZ817 221004 15 19L
221004NOZ81R 221004 13 19L
221004NOZ83G 221004 21 19L
221004NOZ85T 221004 21 19L
221004NOZ85W 221004 21 19L
221004NOZ8GN 221004 06 19L
221004NOZ8UD 221004 14 19L
221004NOZ8US 221004 21 19L
221004NOZ9043 221004 13 19L
221004NOZ91H 221004 13 19L
221004NOZ91M 221004 11 19L
221004NOZ921 221004 14 19L
221004NOZ933 221004 08 19L
221004NOZ93E 221004 18 19L
221004NOZ949 221004 18 19L
221004NOZ995 221004 15 19L
221004NOZ9EG 221004 19 19L
221004NOZ9JL 221004 21 19L
221004NOZ9PL 221004 07 19R
221004NOZ9T 221004 16 19L
221004NSZ3221 221004 06 19R
221004NSZ3225 221004 13 19L
221004NSZ3239 221004 15 19L
221004NSZ3241 221004 19 19R
221004NSZ4103 221004 05 19R
221004NSZ4121 221004 17 19L
221004NSZ5RP 221004 13 19L
221004NWG601 221004 07 19L
221004PGT58A 221004 11 19L
221004QTR8017 221004 18 19L
221004RUK37CG 221004 10 19L
221004RUK63DW 221004 17 19L
221004RYR263W 221004 12 19L
221004SAS1313 221004 05 19L
221004SAS1321 221004 13 19L
221004SAS1327 221004 17 19L
221004SAS1468 221004 16 19L
221004SAS1470 221004 18 19L
221004SAS1472 221004 19 19R
221004SAS1474 221004 22 19L
221004SAS1902 221004 14 19L
221004SAS1926 221004 17 19L
221004SAS212 221004 08 19L
221004SAS2302 221004 05 19L
221004SAS2308 221004 18 19L
221004SAS238 221004 05 19L
221004SAS252 221004 08 19L
221004SAS262 221004 11 19L
221004SAS268 221004 12 19L
221004SAS305 221004 05 19L
221004SAS315 221004 14 19L
221004SAS33R 221004 15 19L
221004SAS341 221004 06 19R
221004SAS361 221004 13 19L
221004SAS371 221004 15 19L
221004SAS373 221004 16 19L
221004SAS392 221004 06 19L
221004SAS394 221004 10 19L
221004SAS396 221004 16 19L
221004SAS4008 221004 06 19L
221004SAS4016 221004 11 19L
221004SAS4026 221004 14 19L
221004SAS4038 221004 16 19L
221004SAS4042 221004 17 19L
221004SAS4083 221004 10 19L
221004SAS4095 221004 17 19L
221004SAS4105 221004 06 19R
221004SAS4107 221004 09 19L
221004SAS4117 221004 17 19L
221004SAS411P 221004 08 19L
221004SAS42C 221004 17 19L
221004SAS42L 221004 05 19R
221004SAS4417 221004 13 19L
221004SAS4473 221004 11 19L
221004SAS4479 221004 20 19L
221004SAS44Z 221004 09 19L
221004SAS4545 221004 14 19L
221004SAS460 221004 15 19L
221004SAS4608 221004 15 19L
221004SAS4676 221004 15 19R
221004SAS46B 221004 12 19L
221004SAS4744 221004 10 19L
221004SAS4774 221004 13 19L
221004SAS47Y 221004 09 19L
221004SAS483 221004 08 19L
221004SAS485 221004 09 19L
221004SAS493 221004 18 19L
221004SAS55P 221004 06 19R
221004SAS61K 221004 19 19L
221004SAS64H 221004 07 19L
221004SAS64P 221004 13 19L
221004SAS73B 221004 17 19L
221004SAS78L 221004 10 19L
221004SAS78T 221004 16 19L
221004SAS804 221004 11 19L
221004SAS806 221004 17 19L
221004SAS80M 221004 18 19R
221004SAS810 221004 18 19R
221004SAS817 221004 11 19L
221004SAS834 221004 14 19L
221004SAS83G 221004 18 19L
221004SAS842 221004 14 19L
221004SAS867 221004 13 19L
221004SAS885 221004 16 19R
221004SAS897 221004 20 19R
221004SAS908 221004 06 19R
221004SAS91K 221004 14 19L
221004SAS9231 221004 14 19L
221004SAS96A 221004 11 19L
221004SAS98E 221004 18 19R
221004SWN493 221004 20 19L
221004SWR1210 221004 10 19L
221004SWT7TS 221004 20 19L
221004TAP764K 221004 16 19L
221004THY2WY 221004 08 19L
221004THY4DQ 221004 14 19L
221004UAE9905 221004 17 19L
221004VKG1037 221004 00 01R
221004VKG1537 221004 14 19L
221004VKG1553 221004 17 19L
221004VKG4505 221004 04 19L
221004VLG92WY 221004 08 19L
221004WIF144 221004 09 19L
221004WIF17B 221004 12 19L
221004WIF35D 221004 12 19L
221004WIF39 221004 20 19L
221004WIF43P 221004 09 19L
221004WIF49Y 221004 13 19L
221004WIF53X 221004 17 19L
221004WIF56T 221004 19 19L
221004WIF62E 221004 05 19L
221004WIF64D 221004 08 19L
221004WIF74J 221004 15 19L
221004WIF78B 221004 20 19L
221004WIF7P 221004 14 19L
221004WIF80G 221004 05 19L
221004WIF84K 221004 08 19L
221004WIF88C 221004 12 19L
221004WIF92F 221004 15 19L
221004WIF96H 221004 17 19L
221004WIF9BF 221004 21 19L
221004WIF9XH 221004 20 19L
221005AFR12RQ 221005 14 19L
221005AFR16HG 221005 20 19L
221005BAW766 221005 14 19L
221005BCS3316 221005 05 19L
221005BEL1EW 221005 20 19L
221005BEL5BP 221005 14 19L
221005BNO41S 221005 09 19L
221005BNO43S 221005 14 19L
221005BTI15M 221005 17 19L
221005CNV6705 221005 12 19L
221005DLH1UV 221005 16 19L
221005DLH1YJ 221005 08 19L
221005DLH4LF 221005 19 19L
221005DLH862 221005 13 19L
221005DLH866 221005 07 19R
221005DLH8RJ 221005 16 19L
221005DTR571 221005 06 19L
221005DTR573 221005 12 19L
221005DTR575 221005 17 19L
221005ENT55KT 221005 08 19L
221005ETH714 221005 06 19R
221005FIN18N 221005 18 19L
221005FIN5KE 221005 06 19R
221005FIN8KM 221005 14 19L
221005FIN9KL 221005 10 19L
221005FLI434 221005 10 19L
221005FOX30B 221005 14 19L
221005FOX405 221005 11 19L
221005FOX41M 221005 14 19L
221005FOX455 221005 19 19L
221005FOX509 221005 18 19L
221005FOX61T 221005 14 19L
221005FOX70D 221005 12 19L
221005FOX76D 221005 18 19L
221005FOX77D 221005 13 19L
221005FOX81D 221005 18 19L
221005FOX96D 221005 18 19L
221005IBE34KV 221005 11 19R
221005ICE318 221005 09 19L
221005KLM1141 221005 06 19R
221005KLM1149 221005 16 19L
221005KLM1151 221005 20 19L
221005KLM19J 221005 15 19L
221005KLM65L 221005 11 19R
221005LOT4YH 221005 16 19L
221005NBT702 221005 12 19L
221005NOZ1053 221005 12 19L
221005NOZ1061 221005 20 19L
221005NOZ1087 221005 21 19L
221005NOZ109B 221005 20 19L
221005NOZ11G 221005 21 19L
221005NOZ11S 221005 13 19L
221005NOZ1495 221005 11 19L
221005NOZ1551 221005 12 19L
221005NOZ1641 221005 12 19L
221005NOZ1793 221005 21 19L
221005NOZ181 221005 05 19L
221005NOZ183 221005 08 19L
221005NOZ1847 221005 22 19L
221005NOZ1909 221005 11 19R
221005NOZ1BG 221005 06 19L
221005NOZ1GP 221005 13 19L
221005NOZ1HC 221005 05 19L
221005NOZ1KD 221005 13 19L
221005NOZ1LG 221005 13 19L
221005NOZ1WC 221005 15 19L
221005NOZ1YE 221005 05 19L
221005NOZ21M 221005 05 19R
221005NOZ23V 221005 07 19R
221005NOZ271 221005 05 19L
221005NOZ27GE 221005 20 19R
221005NOZ321 221005 12 19L
221005NOZ33B 221005 09 19L
221005NOZ367 221005 15 19L
221005NOZ383 221005 17 19L
221005NOZ385 221005 19 19L
221005NOZ3DB 221005 17 19L
221005NOZ3HC 221005 18 19L
221005NOZ3J 221005 15 19L
221005NOZ3LH 221005 16 19L
221005NOZ3QJ 221005 09 19L
221005NOZ3RG 221005 12 19L
221005NOZ403 221005 08 19R
221005NOZ413 221005 15 19L
221005NOZ417 221005 18 19L
221005NOZ41B 221005 14 19L
221005NOZ431 221005 16 19L
221005NOZ47Y 221005 19 19L
